resolution	date	title	session	agendaItem	content	keywords
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling the fourth session of the African Union Conference of Ministers of Social Development, on the theme “Strengthening the African family for inclusive development in Africa”, held in Addis Ababa from 26 to 30 May 2014, and the first session of the Specialized Technical Committee on Social Development, Labour and Employment, on the theme “Social protection for inclusive development”, held in Addis Ababa from 20 to 24 April 2015, recalling in this regard the African Common Position on Social Integration and the Social Policy Framework for Africa, which were endorsed by the Heads of State and Government of the African Union in February 2009, as well as the African Common Position on Good Practices in Family Policy Development and Implementation for the twentieth anniversary of the International Year of the Family (2014) and the renewed Continental Plan of Action on the African Decade of Persons with Disabilities (2010-2019), which were endorsed by the Heads of State and Government of the African Union in January 2013, and noting the adoption of the Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Older Persons in Africa in January 2016,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Acknowledging the importance of supporting Agenda 2063 and the programme of the New Partnership, both of which are integral to the 2030 Agenda for Sustainable Development and to achieving an integrated, prosperous and peaceful Africa, driven by its own citizens and representing a dynamic force in the international arena, and underscoring in this regard the importance of a coherent and coordinated implementation of Agenda 2063 and the 2030 Agenda,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Reaffirming General Assembly resolution 71/254 of 23 December 2016, entitled “Framework for a Renewed United Nations-African Union Partnership on Africa’s Integration and Development Agenda 2017-2027”, and welcoming in this regard the signing on 27 January 2018 of the African Union-United Nations Framework for the Implementation of Agenda 2063 and the 2030 Agenda for Sustainable Development to promote the integrated and coordinated implementation and monitoring of and reporting on both Agendas through joint activities and programmes,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Acknowledging that the attainment of the seven aspirations of Agenda 2063 is critical to ensuring a high standard of living, quality of life and well-being for all citizens of Africa through income security, jobs and decent work, poverty and hunger eradication, inequality reduction, social security and protection floors, particularly for persons with disabilities, modern, affordable and liveable habitats and quality basic services, healthy and nourished citizens with access to health care, environmentally sustainable and climate-resilient economies and communities, full gender equality in all spheres of life and engaged and empowered youth and children,	['standard']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling the Programme for Infrastructure Development in Africa adopted by the African Union, which calls for the creation of an enabling environment for adequate investments and the adoption of the sector reforms aimed at promoting economic and social development and reducing poverty on the continent through the implementation of integrated regional infrastructure networks,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recalling also the convening of the third session of the African Union Specialized Technical Committee on Social Development, Labour and Employment, in Addis Ababa from 1 to 5 April 2019, during which ministers tasked the African Union Commission with drafting a Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Citizens to Social Protection and Social Security, as well as a Social Agenda 2063,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Noting with concern the continued high prevalence of child, early and forced marriage, as well as violence and other harmful practices against children, including female genital mutilation, and reaffirming in this regard the Africa-wide campaign to end child marriage in Africa, launched at the fourth session of the African Union Conference of Ministers of Social Development, held in Addis Ababa from 26 to 30 May 2014, the Southern African Development Community Model Law on Eradicating Child Marriage and Protecting Children Already in Marriage and the endorsement by the Pan-African Parliament in August 2016 of a ban on female genital mutilation,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing that, after the latest global financial crisis, the global economy is still facing difficult macroeconomic conditions, low commodity prices, subdued trade growth and volatile capital flows, that, notwithstanding the impact of the financial crisis, financial flows and the share of developing countries in world trade have continued to increase, that these advances have contributed to a substantial reduction in the number of people living in extreme poverty, and that, despite these gains, many countries, particularly developing countries, still face considerable challenges and some have fallen further behind, emphasizing that the African Union and the regional economic communities have a critical role to play in the implementation of the New Partnership programme, and in this regard encouraging African countries, with the assistance of their development partners, to increase and coordinate effectively their support for enhancing the capacities of these institutions and to promote regional cooperation and social and economic integration in Africa,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing also that investments in people, especially in their social protection, health-inclusive and equitable quality education and lifelong learning opportunities for all, are essential to enhancing productivity in all sectors, including agriculture, and thereby key to sustainable and equitable growth and poverty reduction, through increasing decent job creation and employability opportunities for all, especially for women and youth, improving food security and nutrition and building resilience,	['culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing further that gender equality and the empowerment of all women and girls, and the enjoyment of all human rights, will make a crucial contribution to progress across all of the Sustainable Development Goals and targets and that the systematic mainstreaming of a gender perspective in the implementation of the 2030 Agenda for Sustainable Development is crucial, and in this regard recalling the adoption, at the second ordinary session of the Assembly of the African Union, of the Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Women in Africa, in Maputo on 11 July 2003, and the African Women’s Decade (2010-2020), and commending the adoption of the African Union Strategy for Gender Equality and Women’s Empowerment at the third session of the Specialized Technical Committee on Gender Equality and Women’s Empowerment, held in Addis Ababa from 7 to 11 May 2018,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Recognizing that the lack of access to safe drinking water and proper sanitation contributes to slow progress in reducing Africa’s disease burden, particularly among the poorest populations, in both rural and urban areas, and conscious of the impact of the lack of sanitation on people’s health, poverty reduction efforts, economic and social development and the environment, in particular water resources,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Noting with appreciation that the Heavily Indebted Poor Countries Initiative and its advancement, the Multilateral Debt Relief Initiative, and bilateral donors have provided substantial full debt relief to 30 African countries that have reached the completion point under the Heavily Indebted Poor Countries Initiative, which has considerably reduced their public debt, improved their debt management, boosted their social spending and reduced their poverty level,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Bearing in mind that African countries have primary responsibility for their own economic and social development and that the role of national policies and development strategies cannot be overemphasized, bearing in mind also the need for their development efforts to be supported by the international community and an enabling international economic environment, reiterating the need for the international community to implement all commitments regarding the economic and social development of Africa, and in this regard recalling the support given by the International Conferences on Financing for Development to the New Partnership,[footnoteRef:9] [9: See Report of the International Conference on Financing for Development, Monterrey, Mexico, 18-22 March 2002 (United Nations publication, Sales No. E.02.II.A.7), chap. I, resolution 1, annex; and General Assembly resolution 63/239, annex, and resolution 69/313, annex.] 	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	Underscoring that, for all countries, public policies and the mobilization and effective use of domestic resources, underscored by the principle of national ownership, are central to the common pursuit of sustainable development, including achieving the Sustainable Development Goals, and recognizing that domestic resources are first and foremost generated by economic growth, supported by an enabling environment at all levels,	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	1. Takes note of the report of the Secretary-General;[footnoteRef:10] [10: E/CN.5/2020/2.] 	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	2. Welcomes the progress made by African Governments in fulfilling their commitments in the implementation of the New Partnership for Africa’s Development8 to deepen democracy, human rights, good governance and sound economic management, and encouraging them, with the participation of stakeholders, including civil society and the private sector, to intensify their efforts in this regard by developing and strengthening institutions for governance and creating an environment conducive to attracting foreign direct investment for the development of the region;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	3. Takes note of the strengthening of the African Peer Review Mechanism through the decision of the Assembly of the African Union to make the Mechanism an organ of the African Union in line with article 5, paragraph 2, of its Constitutive Act,[footnoteRef:11] and welcomes the progress that has been achieved in implementing the Mechanism; [11: United Nations, Treaty Series, vol. 2158, No. 37733.] 	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	4. Reaffirms the importance of supporting Agenda 2063 of the African Union, as well as its first 10-year implementation plan, as a strategic framework for ensuring a positive socioeconomic transformation in Africa and its continental programme embedded in the resolutions of the General Assembly on the New Partnership and regional initiatives, such as the Comprehensive Africa Agriculture Development Programme;	['culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	5. Takes note of the development of the monitoring and evaluation framework for the first 10-year implementation plan of Agenda 2063 by Africa’s regional economic communities, the Planning and Coordinating Agency of the New Partnership, the Economic Commission for Africa, the African Development Bank and the African Symposium on Statistical Development, as well as the Strategy for the Harmonization of Statistics in Africa, both of which have fostered convergence in the monitoring and evaluation of the first 10-year implementation plan and the Sustainable Development Goals, as well as a unified implementation and monitoring plan for Agenda 2063 and the 2030 Agenda for Sustainable Development,3 and notes the incorporation of the first 10-year implementation plan into national planning frameworks by 35 countries;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	6. Welcomes the adoption of the governance structures of the African Union Development Agency, the implementing mechanism for the African Union Agenda 2063 development strategy, during the thirty-fifth ordinary session of the Executive Council of the African Union, held in Niamey on 4 and 5 July 2019, and whose mission is to foster the development of the continent through effective and integrated planning, coordination and implementation of Agenda 2063 with Member States, regional economic communities and pan-African institutions by leveraging partnerships and technical cooperation;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	7. Also welcomes the efforts made by African countries and regional and subregional organizations, including the African Union, to mainstream a gender perspective and the empowerment of all women and girls in the implementation of the New Partnership, including the implementation of the Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Women in Africa;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	8. Takes note with appreciation of the efforts of the African Union Commission, which have resulted in the launch of national campaigns to end child, early and forced marriage in 24 countries, the adoption of the African Common Position on the African Union Campaign to End Child Marriage in Africa and the endorsement by the Assembly of the African Union in Addis Ababa in February 2019 of the continental initiative to be known as “Saleema: African Union Initiative on Eliminating Female Genital Mutilation”, in partnership with the United Nations;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	9. Also takes note with appreciation of the launch, on 24 August 2018 in Addis Ababa, by the African Union Commission, in collaboration with the United Nations Entity for Gender Equality and the Empowerment of Women (UN-Women) and the International Telecommunication Union, of the African Girls Can Code Initiative (2018-2022), which is aimed at enhancing the mastering of information and communications technology for girls and women and, therefore, increasing their contribution to Africa’s innovation in that sector;	['information']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	10. Recognizes the progress that has been made in the implementation of the Programme for Infrastructure Development in Africa in support of regional and continental integration with a focus on the movement of people and goods (the Move Africa initiative), through the “traffic light system”, which has been operationalized at four pilot “one-stop border posts”;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	11. Acknowledges the progress made towards ensuring free movement of persons as well as goods and services in Africa, and in this regard welcomes with appreciation the entry into force on 30 May 2019 of the agreement on the African Continental Free Trade Area, which aims to boost intra-African trade and continental integration, and the launch of its operational phase on 7 July 2019;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	12. Recalls the African Union Road Map on Harnessing the Demographic Dividend through Investments in Youth and the first five-year priority programme on employment, poverty eradication and inclusive development 2017, and welcomes the declaration by the African Union of the period from 2018 to 2027 as the African Decade for Technical, Professional and Entrepreneurial Training and Youth Employment, with a focus on the creation of decent jobs for youth and women, aimed at achieving more inclusive growth and sustainable poverty eradication;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	13. Notes the decision of the ministers of the Executive Council of the African Union, at its thirty-fifth ordinary session, to adopt as the theme for the year 2020 “Silencing the guns: creating conducive conditions for Africa’s development”;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	14. Urges all countries that have not yet done so to ratify or accede to the United Nations Convention against Corruption,[footnoteRef:12] encourages States parties to review its implementation, committing to making the Convention an effective instrument for deterring, detecting, preventing and countering corruption and bribery, prosecuting those involved in corrupt activities and recovering and returning stolen assets to their country of origin, as appropriate, encourages the international community to develop good practices on asset return, expresses support for the Stolen Asset Recovery Initiative of the United Nations and the World Bank and other international initiatives that support the recovery of stolen assets, urges the updating and ratification of regional conventions against corruption, and strives to eliminate safe havens that create incentives for the transfer abroad of stolen assets and illicit financial flows; [12: Ibid., vol. 2349, No. 42146.] 	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	15. Calls upon African Governments to ratify the Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Persons with Disabilities in Africa and the Protocol to the African Charter on Human and Peoples’ Rights on the Rights of Older Persons in Africa, to demonstrate the commitment of Member States to the dignity, empowerment and rights of persons with disabilities and older persons across the continent;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	16. Notes that health is a precondition, an indicator and an outcome of sustainable development and that, as part of the 2030 Agenda for Sustainable Development, robust efforts are needed to integrate additional health issues into a broad health and development agenda, and therefore takes note of the declaration of the Assembly of the Heads of State and Government of the African Union, at its thirty-second ordinary session, in which it committed to supporting and enhancing the reform of the health sector through adopting the health in all policies approach in order to achieve universal health coverage and curb the outbreak of major diseases in Africa and to achieve the Sustainable Development Goals;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	17. Takes note with appreciation of the revised Africa Health Strategy for the period 2016-2030, which was endorsed by the Assembly of the African Union in 2016, with the main objectives of strengthening health systems, improving performance, increasing investments in health, improving equity, addressing social determinants of health to reduce priority disease burdens by 2030 and helping member States to more effectively manage the risks of disasters in a more systematic manner;	['address']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	18. Urges African Governments to fast-track the implementation of the revised Africa Health Strategy, which provides umbrella guidance for the development of the African Regional Nutrition Strategy, the Maputo Plan of Action 2016-2030 for the Operationalization of the Continental Policy Framework for Sexual and Reproductive Health and Rights, the Pharmaceutical Manufacturing Plan for Africa and the Catalytic Framework to End AIDS and Tuberculosis and Eliminate Malaria in Africa by 2030, welcomes the Declaration on Universal Access to Immunization as a Cornerstone for Health and Development in Africa adopted by African Ministers of Health in 2016, and the 2017 declaration on committing to accelerate implementation of the International Health Regulations (2005),[footnoteRef:13] and also urges African Governments to achieve ambitious targets, a business case and strategic priorities to end the three diseases as a public health threat by 2030; [13: World Health Organization, document WHA58/2005/REC/1, resolution 58.3, annex.] 	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	19. Stresses the importance of improving maternal and child health, and in this regard recalls the declaration of the African Union summit on maternal, infant and child health and development, welcomes the fact that 51 African countries have since integrated the objectives of the Campaign on Accelerated Reduction of Maternal, Newborn and Child Mortality in Africa into their national strategies, and urges the pursuit and implementation of commitments to improve maternal and child health;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	20. Takes note of the declaration of the special summit of the African Union on HIV/AIDS, tuberculosis and malaria, held in Abuja from 12 to 16 July 2013, on the progress made in implementing the Abuja actions towards the elimination of HIV and AIDS, tuberculosis and malaria in Africa by 2030, also takes note of the Political Declaration on HIV and AIDS: On the Fast Track to Accelerating the Fight against HIV and to Ending the AIDS Epidemic by 2030, adopted on 8 June 2016 at the high-level meeting of the General Assembly on HIV/AIDS,[footnoteRef:14] and reaffirms the resolve to provide assistance for prevention, treatment and care, with the aim of ensuring an Africa free of HIV/AIDS, malaria and tuberculosis, by addressing the needs of all, in particular those of women, children and young people, and the urgent need to significantly scale up efforts towards achieving the goal of universal access to comprehensive HIV/AIDS prevention programmes, treatment, care and support in African countries, to accelerate and intensify efforts to expand access to affordable and quality medicines in Africa, including antiretroviral drugs, by encouraging pharmaceutical companies to make drugs available, and to ensure strengthened global partnership and increased bilateral and multilateral assistance, where possible on a grant basis, to combat HIV/AIDS, malaria, tuberculosis and other infectious diseases in Africa through the strengthening of health systems; [14: General Assembly resolution 70/266, annex.] 	['address']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	21. Also takes note of the decision of the African Union to extend the African Union Road Map on Shared Responsibility and Global Solidarity for AIDS, Tuberculosis and Malaria Response in Africa from 2016 to 2020 so as to achieve full implementation, notes the revitalization of AIDS Watch Africa as an African high-level platform from which to advocate action, accountability and resource mobilization for the response to HIV/AIDS, tuberculosis and malaria in Africa, and requests, as appropriate, and in line with relevant international obligations, development partners and the United Nations system to support the efforts of African countries and organizations to reach the main objectives put forward in the Road Map, including achieving diversified sustainable financing, strengthening regulatory harmonization and local pharmaceutical manufacturing capacity and enhancing leadership and governance of the responses;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	22. Invites development partners to continue to assist African countries in their efforts to strengthen national health systems, including by providing skilled health personnel, reliable health information and data, research infrastructure and laboratory capacity, and to expand surveillance systems in the health sector, including by providing support for the efforts to prevent, protect against and combat outbreaks of disease, including outbreaks of neglected tropical diseases, and in this context reiterates its support for the Kampala Declaration and Agenda for Global Action and follow-up conferences to respond to the serious health workforce crisis in Africa;	['information']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	23. Encourages Member States to continue to provide international cooperation and capacity-building support to developing countries, particularly African countries, in water- and sanitation-related activities and programmes, including water harvesting, desalination, water efficiency, wastewater treatment, recycling and reuse technologies, and notes the strategy of the African Ministers’ Council on Water for the period 2018-2030, launched for the achievement of the African Water Vision 2025, Agenda 2063 and the Sustainable Development Goals;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	24. Emphasizes that progress in the implementation of the New Partnership depends also on a favourable national and international environment for Africa’s growth and development, including measures to promote a policy environment conducive to private sector development and entrepreneurship and to the achievement of the Sustainable Development Goals;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	25. Also emphasizes that democracy, respect for all human rights and fundamental freedoms, including the right to development, transparent and accountable governance and administration in all sectors of society and effective participation by civil society, including non-governmental and community-based organizations, and the private sector are among the indispensable foundations for the realization of social and people-centred sustainable development;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	26. Further emphasizes that the poverty, inequality and social exclusion faced by most African countries require a comprehensive approach to the development and implementation of social and economic policies, inter alia, to reduce poverty, to promote economic activity, growth and sustainable development in order to ensure productive employment creation and decent work for all, to promote quality education, health and social protection and to enhance equality, social inclusion, political stability, democracy and good governance at all levels and the promotion and protection of human rights and fundamental freedoms;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	27. Emphasizes that identifying and removing barriers to opportunity, as well as ensuring access to basic social protection and social services, are necessary to break the cycle of poverty, inequality and social exclusion;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	28. Encourages African countries to continue to prioritize structural transformation, modernize smallholder agriculture, add value to primary commodities, improve public and private institutions of economic and political governance and invest in major public infrastructure projects and in inclusive, equitable and quality education and health in order to promote inclusive growth, generate full and productive employment and decent work for all and reduce poverty;	['culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	29. Emphasizes that economic development, including employment-intensive resource-based industrial development, with due regard to the sustainable management and use of natural resources, infrastructural development and structural transformation, in particular in the rural economy, based on pragmatic and targeted policies to enhance productive capacities in Africa that are consistent with national development priorities and international commitments, can generate employment and income for all African men and women, including the poor, and therefore be an engine for poverty eradication and for achieving the internationally agreed development goals, including the Sustainable Development Goals;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	30. Encourages African countries to continue to foster political stability, promote peace and security and strengthen the governance, policy and institutional environment in order to enhance the prospects for inclusive and sustainable development, and to develop an enabling environment for the private sector to contribute to sustainable economic transformation and the creation of productive employment and decent work for all;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	31. Stresses that the achievement of sustainable development and the eradication of poverty hinge on the ability and readiness of countries to effectively mobilize domestic resources, attract foreign direct investment, fulfil official development assistance commitments and use such assistance effectively and facilitate the transfer of technology, on mutually agreed terms, to developing countries, and also stresses that the resolution of unsustainable debt situations is critical for heavily indebted poor countries, while remittances have become a significant source of income and finance for receiving economies and their contribution to the achievement of sustainable development;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	32. Notes with concern that the preliminary data indicate that the net bilateral aid flows to Africa decreased in 2018 compared with 2017 figures;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	33. Reiterates that the fulfilment of all official development assistance commitments remains crucial, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance and 0.15 to 0.20 per cent of gross national income for official development assistance to the least developed countries, is encouraged by those few countries that have met or surpassed their commitment to 0.7 per cent of gross national income for official development assistance and the target of 0.15 to 0.20 per cent of gross national income for official development assistance to the least developed countries, and urges all others to step up efforts to increase their official development assistance and to make additional concrete efforts towards official development assistance targets;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	34. Recognizes that middle-income countries still face significant challenges in achieving sustainable development and that, in order to ensure that achievements made to date are sustained, efforts to address ongoing challenges should be strengthened through the exchange of experiences, improved coordination and better and focused support of the United Nations development system, the international financial institutions, regional organizations and other stakeholders, and therefore requests those stakeholders to ensure that the diverse and specific development needs of middle-income countries are appropriately considered and addressed, in a tailored fashion, in their relevant strategies and policies, with a view to promoting a coherent and comprehensive approach towards individual countries, while also acknowledging that official development assistance and other concessional finance is still important for a number of these countries and has a role to play for targeted results, taking into account the specific needs of these countries;	['address']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	35. Also recognizes that, while social development is primarily the responsibility of Governments, international cooperation and assistance are essential for the full achievement of that goal, and calls upon the international community to continue to support the resolution of challenges faced by developing countries, especially the least developed countries, including in Africa, to independently achieving sustainable development;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	36. Further recognizes the contribution made by Member States to the implementation of the New Partnership in the context of South-South cooperation, and encourages the international community, including the international financial institutions, to support the efforts of African countries, including through trilateral cooperation;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	37. Welcomes the efforts of the United Nations and the African Union to realign the clusters of the Regional Coordination Mechanism for Africa to deal with the major themes of both Agenda 2063 and the 2030 Agenda for Sustainable Development, and invites development partners, including the United Nations system, to continue to support the Mechanism in achieving its objectives, including through the allocation of the financing necessary to support the implementation of its activities;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	38. Encourages African countries to intensify their efforts to strengthen the capacity of subnational and national statistical systems in order to produce reliable and timely statistics and indicators for the monitoring of national development policies and strategies and of the implementation of commitments for the achievement of all Sustainable Development Goals at the local, national, regional and international levels, and in this regard urges donor countries and organizations, including the United Nations system, and the international and regional statistical communities to support African countries in strengthening statistical capacity in support of development;	[]
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	39. Takes note of the Science, Technology and Innovation Strategy for Africa 2024, which aims to have an impact across critical sectors such as agriculture, energy, environment, health, infrastructure development, mining, security and water;	['culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	40. Underlines the importance for African Governments to build the productive capacity of sustainable agriculture, as a top priority, in order to increase rural incomes and ensure access to food for net food buyers, and stresses that greater efforts should be made to promote and implement sustainable agriculture, increase the access of smallholder farmers, in particular women, to necessary agricultural resources, including productive assets, and improve access to infrastructure, information and markets, and that, furthermore, efforts should be made to promote rural-urban linkages through small and medium-sized enterprises that contribute to job growth and increase incomes along the agricultural value stream;	['information', 'culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	41. Urges African Governments, within the framework of the Comprehensive Africa Agriculture Development Programme, to expand investment financing to agriculture to at least 10 per cent of the annual budget of the national public sector while at the same time ensuring necessary action in policy and institutional reforms for enhanced performance of the agriculture industry and systems;	['culture']
E/RES/2020/6	23 June 2020	Social Dimensions Of The New Partnership For Africa'S Development :Resolution / Adopted By The Economic And Social Council 	2020	Economic and Social Council	42. Recognizes the need for Africa’s development partners that are supporting agriculture, food security and nutrition in Africa to align their efforts more specifically towards supporting the Comprehensive Africa Agriculture Development Programme, using the Programme’s investment plans for the alignment of external funding;	['culture']
